iter	Passed	Remaining
222	592	2065
223	596	2065
224	599	2065
225	602	2064
226	605	2062
227	608	2060
228	611	2058
229	613	2054
230	616	2053
231	619	2051
232	622	2049
233	626	2050
234	629	2050
235	633	2049
236	636	2047
237	639	2046
238	642	2044
239	645	2043
240	648	2043
241	651	2042
242	654	2039
243	658	2039
244	661	2037
245	664	2036
246	667	2036
247	671	2035
248	674	2034
249	677	2032
250	680	2030
251	683	2028
252	686	2027
253	689	2025
254	692	2023
255	695	2022
256	699	2020
257	702	2019
258	705	2019
259	709	2018
260	712	2017
261	715	2015
262	718	2014
263	721	2012
264	724	2010
265	728	2008
266	730	2006
267	733	2004
268	736	2002
269	739	2000
270	743	1998
271	746	1996
272	749	1996
273	752	1993
274	755	1991
275	757	1988
276	760	1985
277	763	1982
278	766	1979
279	768	1976
280	771	1973
281	773	1970
282	776	1967
283	778	1963
284	781	1961
285	785	1960
286	787	1957
287	790	1954
288	793	1951
289	795	1948
290	798	1945
291	801	1942
292	803	1939
293	806	1936
294	809	1933
295	811	1930
296	814	1927
297	817	1924
298	819	1922
299	822	1919
300	825	1916
301	828	1913
302	830	1910
303	833	1908
304	836	1905
305	838	1902
306	841	1899
307	844	1897
308	846	1893
309	849	1890
310	852	1887
311	854	1884
312	857	1881
313	860	1879
314	862	1876
315	865	1873
316	868	1870
317	870	1867
318	873	1864
319	876	1862
320	879	1859
321	881	1856
322	884	1854
323	887	1850
324	889	1848
325	892	1844
326	895	1842
327	898	1840
328	901	1838
329	904	1835
330	906	1832
331	909	1830
332	912	1828
333	915	1825
334	918	1823
335	921	1820
336	923	1817
337	926	1814
338	929	1812
339	932	1809
340	934	1806
341	937	1803
342	940	1801
343	943	1798
344	945	1795
345	949	1794
346	951	1791
347	954	1788
348	957	1786
349	960	1783
350	962	1780
351	965	1777
352	968	1774
353	970	1770
354	972	1767
355	975	1764
356	977	1761
357	980	1758
358	982	1755
359	985	1751
360	987	1748
361	990	1745
362	992	1742
363	995	1738
364	997	1735
365	999	1732
366	1002	1728
367	1004	1725
368	1006	1721
369	1009	1718
370	1011	1715
371	1014	1712
372	1016	1708
373	1019	1705
374	1021	1702
375	1024	1699
376	1026	1696
377	1028	1693
378	1031	1689
379	1033	1686
380	1036	1683
381	1038	1680
382	1040	1676
383	1043	1673
384	1045	1670
385	1048	1667
386	1050	1664
387	1052	1660
388	1055	1657
389	1057	1654
390	1060	1651
391	1063	1649
392	1065	1646
393	1068	1642
394	1070	1639
395	1072	1636
396	1075	1633
397	1077	1630
398	1080	1627
399	1082	1624
400	1085	1621
401	1087	1618
402	1090	1615
403	1092	1612
404	1095	1609
405	1097	1605
406	1099	1602
407	1102	1599
408	1104	1596
409	1107	1593
410	1109	1590
411	1112	1587
412	1114	1584
413	1116	1580
414	1119	1577
415	1121	1574
416	1124	1572
417	1127	1569
418	1129	1566
419	1132	1563
420	1134	1560
421	1137	1557
422	1139	1554
423	1141	1551
424	1144	1548
425	1146	1545
426	1149	1542
427	1151	1539
428	1154	1536
429	1156	1533
430	1159	1530
431	1161	1527
432	1164	1524
433	1166	1521
434	1169	1518
435	1171	1515
436	1173	1512
437	1176	1509
438	1178	1506
439	1181	1503
440	1183	1500
441	1185	1497
442	1188	1494
443	1190	1491
444	1193	1488
445	1195	1485
446	1198	1482
447	1200	1479
448	1203	1476
449	1205	1473
450	1208	1470
451	1210	1467
452	1213	1464
453	1215	1461
454	1217	1458
455	1220	1455
456	1222	1452
457	1225	1449
458	1227	1447
459	1230	1444
460	1232	1441
461	1235	1438
462	1237	1435
463	1240	1432
464	1242	1429
465	1245	1426
466	1247	1424
467	1250	1421
468	1252	1418
469	1255	1415
470	1257	1412
471	1260	1409
472	1262	1406
473	1265	1404
474	1267	1401
475	1270	1398
476	1272	1395
477	1274	1392
478	1277	1389
479	1279	1386
480	1282	1383
481	1284	1380
482	1287	1377
483	1289	1374
484	1292	1371
485	1294	1369
486	1297	1366
487	1299	1363
488	1301	1360
489	1304	1357
490	1306	1354
491	1308	1351
492	1311	1348
493	1313	1345
494	1316	1342
495	1318	1339
496	1320	1336
497	1323	1333
498	1325	1330
499	1327	1327
500	1330	1325
501	1332	1322
502	1335	1319
503	1338	1316
504	1340	1314
505	1343	1311
506	1345	1308
507	1348	1305
508	1350	1302
509	1353	1300
510	1355	1297
511	1358	1294
512	1360	1291
513	1363	1289
514	1365	1286
515	1368	1283
516	1370	1280
517	1372	1277
518	1375	1275
519	1378	1272
520	1380	1269
521	1383	1266
522	1385	1263
523	1388	1261
524	1390	1258
525	1392	1255
526	1395	1252
527	1397	1249
528	1400	1246
529	1402	1243
530	1405	1241
531	1407	1238
532	1409	1235
533	1412	1232
534	1414	1229
535	1417	1226
536	1419	1224
537	1422	1221
538	1424	1218
539	1426	1215
540	1429	1212
541	1431	1209
542	1434	1207
543	1436	1204
544	1438	1201
545	1441	1198
546	1444	1195
547	1446	1193
548	1448	1190
549	1451	1187
550	1453	1184
551	1456	1181
552	1458	1179
553	1460	1176
554	1463	1173
555	1465	1170
556	1468	1167
557	1470	1164
558	1473	1162
559	1475	1159
560	1478	1156
561	1480	1153
562	1482	1151
563	1485	1148
564	1487	1145
565	1490	1142
566	1493	1140
567	1495	1137
568	1498	1134
569	1500	1131
570	1502	1129
571	1505	1126
572	1507	1123
573	1510	1120
574	1512	1118
575	1515	1115
576	1517	1112
577	1520	1109
578	1522	1107
579	1524	1104
580	1527	1101
581	1529	1098
582	1532	1095
583	1534	1093
584	1537	1090
585	1539	1087
586	1542	1085
587	1544	1082
588	1547	1079
589	1549	1077
590	1552	1074
591	1554	1071
592	1557	1068
593	1559	1065
594	1561	1062
595	1564	1060
596	1566	1057
597	1568	1054
598	1571	1051
599	1573	1049
600	1576	1046
601	1578	1043
602	1580	1040
603	1583	1038
604	1585	1035
605	1588	1032
606	1590	1029
607	1592	1027
608	1595	1024
609	1597	1021
610	1600	1018
611	1602	1016
612	1605	1013
613	1607	1010
614	1609	1007
615	1612	1004
616	1614	1002
617	1616	999
618	1619	996
619	1621	993
620	1624	991
621	1626	988
622	1628	985
623	1631	983
624	1633	980
625	1636	977
626	1638	974
627	1640	972
628	1643	969
629	1645	966
630	1648	964
631	1650	961
632	1653	958
633	1655	955
634	1658	953
635	1660	950
636	1663	947
637	1665	945
638	1667	942
639	1670	939
640	1672	936
641	1675	934
642	1677	931
643	1680	928
644	1682	926
645	1685	923
646	1687	920
647	1690	918
648	1692	915
649	1694	912
650	1697	910
651	1699	907
652	1702	904
653	1704	901
654	1707	899
655	1709	896
656	1712	893
657	1714	891
658	1716	888
659	1719	885
660	1721	883
661	1724	880
662	1726	877
663	1729	875
664	1731	872
665	1734	869
666	1736	867
667	1739	864
668	1741	861
669	1744	859
670	1746	856
671	1748	853
672	1751	850
673	1754	848
674	1756	845
675	1759	843
676	1761	840
677	1763	837
678	1766	835
679	1769	832
680	1771	829
681	1773	827
682	1776	824
683	1778	821
684	1781	819
685	1783	816
686	1785	813
687	1788	810
688	1790	808
689	1793	805
690	1795	802
691	1798	800
692	1800	797
693	1803	794
694	1805	792
695	1807	789
696	1810	786
697	1812	784
698	1815	781
699	1817	779
700	1820	776
701	1822	773
702	1825	771
703	1827	768
704	1830	765
705	1832	763
706	1835	760
707	1837	757
708	1839	755
709	1842	752
710	1844	749
711	1847	747
712	1849	744
713	1852	741
714	1854	739
715	1857	736
716	1859	734
717	1862	731
718	1864	728
719	1867	726
720	1869	723
721	1872	720
722	1874	718
723	1876	715
724	1879	712
725	1881	710
726	1884	707
727	1886	704
728	1889	702
729	1891	699
730	1893	696
731	1896	694
732	1898	691
733	1901	689
734	1903	686
735	1906	683
736	1908	681
737	1911	678
738	1913	675
739	1916	673
740	1918	670
741	1921	667
742	1923	665
743	1925	662
744	1928	659
745	1930	657
746	1933	654
747	1935	652
748	1938	649
749	1940	646
750	1942	644
751	1945	641
752	1947	638
753	1950	636
754	1952	633
755	1955	631
756	1957	628
757	1959	625
758	1962	623
759	1964	620
760	1967	617
761	1969	615
762	1972	612
763	1974	609
764	1976	607
765	1979	604
766	1981	602
767	1984	599
768	1986	596
769	1989	594
770	1992	591
771	1994	589
772	1997	586
773	1999	583
774	2002	581
775	2005	578
776	2007	576
777	2010	573
778	2012	570
779	2015	568
780	2017	565
781	2020	563
782	2022	560
783	2024	557
784	2027	555
785	2029	552
786	2032	550
787	2034	547
788	2037	544
789	2039	542
790	2042	539
791	2044	536
792	2047	534
793	2049	531
794	2052	529
795	2054	526
796	2057	524
797	2059	521
798	2062	518
799	2064	516
800	2067	513
801	2069	510
802	2072	508
803	2074	505
804	2076	503
805	2079	500
806	2081	497
807	2084	495
808	2086	492
809	2089	490
810	2091	487
811	2093	484
812	2096	482
813	2098	479
814	2101	476
815	2103	474
816	2106	471
817	2108	469
818	2111	466
819	2113	463
820	2116	461
821	2118	458
822	2120	456
823	2123	453
824	2125	450
825	2128	448
826	2130	445
827	2132	443
828	2135	440
829	2137	437
830	2140	435
831	2142	432
832	2145	430
833	2147	427
834	2150	424
835	2152	422
836	2155	419
837	2157	417
838	2159	414
839	2162	411
840	2164	409
841	2167	406
842	2169	404
843	2172	401
844	2174	398
845	2177	396
846	2179	393
847	2182	391
848	2184	388
849	2186	385
850	2188	383
851	2191	380
852	2193	378
853	2196	375
854	2198	372
855	2201	370
856	2203	367
857	2206	365
858	2208	362
859	2210	359
860	2213	357
861	2215	354
862	2218	352
863	2220	349
864	2222	346
865	2225	344
866	2227	341
867	2230	339
868	2232	336
869	2235	334
870	2237	331
871	2240	328
872	2242	326
873	2245	323
874	2247	321
875	2250	318
876	2252	315
877	2255	313
878	2257	310
879	2259	308
880	2262	305
881	2264	303
882	2267	300
883	2269	297
884	2272	295
885	2274	292
886	2277	290
887	2280	287
888	2282	284
889	2285	282
890	2287	279
891	2289	277
892	2292	274
893	2294	272
894	2297	269
895	2299	266
896	2301	264
897	2304	261
898	2306	259
899	2308	256
900	2311	253
901	2313	251
902	2315	248
903	2318	246
904	2320	243
905	2323	241
906	2325	238
907	2328	235
908	2330	233
909	2332	230
910	2335	228
911	2337	225
912	2340	222
913	2342	220
914	2344	217
915	2347	215
916	2349	212
917	2352	210
918	2354	207
919	2356	204
920	2359	202
921	2362	199
922	2364	197
923	2367	194
924	2369	192
925	2371	189
926	2374	186
927	2377	184
928	2379	181
929	2382	179
930	2385	176
931	2387	174
932	2390	171
933	2392	169
934	2395	166
935	2397	163
936	2399	161
937	2402	158
938	2404	156
939	2407	153
940	2409	151
941	2412	148
942	2414	145
943	2417	143
944	2419	140
945	2422	138
946	2424	135
947	2427	133
948	2429	130
949	2432	128
950	2434	125
951	2437	122
952	2440	120
953	2443	117
954	2445	115
955	2448	112
956	2450	110
957	2453	107
958	2455	104
959	2457	102
960	2460	99
961	2462	97
962	2465	94
963	2467	92
964	2469	89
965	2472	87
966	2474	84
967	2477	81
968	2479	79
969	2482	76
970	2484	74
971	2486	71
972	2489	69
973	2491	66
974	2494	63
975	2496	61
976	2498	58
977	2501	56
978	2503	53
979	2506	51
980	2508	48
981	2510	46
982	2513	43
983	2515	40
984	2518	38
985	2520	35
986	2522	33
987	2525	30
988	2527	28
989	2530	25
990	2532	23
991	2535	20
992	2537	17
993	2540	15
994	2542	12
995	2545	10
996	2547	7
997	2550	5
998	2552	2
999	2554	0
